key,0,1
#,,
offset,0,4
int32,str,str
0,"TEXT_FESSUX001_05182_SEQ_00","※本任務是特定期間內的任務。<hex:02100103><hex:02100103>艦尾樓的紅蓮祭執行委員瑪雅爾·莫雅爾想要告訴冒險者紅蓮祭已經開始的消息。"
1,"TEXT_FESSUX001_05182_SEQ_01","※本任務只有在季節活動開放期間才能接受和進行。<hex:02100103>　季節活動結束後無法進行，敬請注意。<hex:02100103>　詳情請參閱官方網站。<hex:02100103><hex:02100103>從瑪雅爾·莫雅爾處得知太陽海岸正在舉辦紅蓮祭。和東拉諾西亞太陽海岸的紅蓮祭執行委員長荷爾瑪伽談談，了解詳細情況。"
2,"TEXT_FESSUX001_05182_SEQ_02","在和荷爾瑪伽交談的過程中聽到了尖叫聲。似乎是紅蓮祭的會長出現了魔物。尋找尖叫的人，詢問詳情。"
3,"TEXT_FESSUX001_05182_SEQ_03","據害怕的觀光客說，動作奇怪的魔物向東逃走了。前往東方尋找魔物的線索。"
4,"TEXT_FESSUX001_05182_SEQ_04","享受盛夏的觀光客說綠色的魔物會跳舞。調查魔物在跳舞時掉落的魔物的掉落物。"
5,"TEXT_FESSUX001_05182_SEQ_05","魔物的掉落物原來是針。據趕到現場的博德富安說，鬧事的魔物可能是仙人掌。原來是梅梅佳飼養的仙人掌逃走了。尋找失控的仙人掌。"
6,"TEXT_FESSUX001_05182_SEQ_06","發現了失控的仙人掌，成功用團扇讓仙人掌冷靜了下來。但逃走的仙人掌除了這一隻以外還有另外六隻。博德富安將團扇給了冒險者後決定大家分頭用團扇讓仙人掌冷靜下來。繼續幫忙解決仙人掌逃跑事件吧。"
7,"TEXT_FESSUX001_05182_SEQ_07",""
8,"TEXT_FESSUX001_05182_SEQ_08",""
9,"TEXT_FESSUX001_05182_SEQ_09",""
10,"TEXT_FESSUX001_05182_SEQ_10",""
11,"TEXT_FESSUX001_05182_SEQ_11",""
12,"TEXT_FESSUX001_05182_SEQ_12",""
13,"TEXT_FESSUX001_05182_SEQ_13",""
14,"TEXT_FESSUX001_05182_SEQ_14",""
15,"TEXT_FESSUX001_05182_SEQ_15",""
16,"TEXT_FESSUX001_05182_SEQ_16",""
17,"TEXT_FESSUX001_05182_SEQ_17",""
18,"TEXT_FESSUX001_05182_SEQ_18",""
19,"TEXT_FESSUX001_05182_SEQ_19",""
20,"TEXT_FESSUX001_05182_SEQ_20",""
21,"TEXT_FESSUX001_05182_SEQ_21",""
22,"TEXT_FESSUX001_05182_SEQ_22",""
23,"TEXT_FESSUX001_05182_SEQ_23",""
24,"TEXT_FESSUX001_05182_TODO_00","和黃金海岸的紅蓮祭執行委員長荷爾瑪伽對話"
25,"TEXT_FESSUX001_05182_TODO_01","尋找尖叫的人"
26,"TEXT_FESSUX001_05182_TODO_02","尋找魔物的線索"
27,"TEXT_FESSUX001_05182_TODO_03","調查<hex:02280CFF05>EObj<hex:F61EBB920103>"
28,"TEXT_FESSUX001_05182_TODO_04","尋找失控的仙人掌"
29,"TEXT_FESSUX001_05182_TODO_05",""
30,"TEXT_FESSUX001_05182_TODO_06",""
31,"TEXT_FESSUX001_05182_TODO_07",""
32,"TEXT_FESSUX001_05182_TODO_08",""
33,"TEXT_FESSUX001_05182_TODO_09",""
34,"TEXT_FESSUX001_05182_TODO_10",""
35,"TEXT_FESSUX001_05182_TODO_11",""
36,"TEXT_FESSUX001_05182_TODO_12",""
37,"TEXT_FESSUX001_05182_TODO_13",""
38,"TEXT_FESSUX001_05182_TODO_14",""
39,"TEXT_FESSUX001_05182_TODO_15",""
40,"TEXT_FESSUX001_05182_TODO_16",""
41,"TEXT_FESSUX001_05182_TODO_17",""
42,"TEXT_FESSUX001_05182_TODO_18",""
43,"TEXT_FESSUX001_05182_TODO_19",""
44,"TEXT_FESSUX001_05182_TODO_20",""
45,"TEXT_FESSUX001_05182_TODO_21",""
46,"TEXT_FESSUX001_05182_TODO_22",""
47,"TEXT_FESSUX001_05182_TODO_23",""
48,"TEXT_FESSUX001_05182_MAYARUMOYARU_000_000","哎呀哎呀，這不是從前幫助過我們的冒險者嘛！<hex:02100103>怎麼樣，有沒有覺得很熱？一定覺得很熱吧！<hex:02100103>那是因為舉辦紅蓮祭的季節到來了！"
49,"TEXT_FESSUX001_05182_MAYARUMOYARU_000_001","哦！這位冒險者！你看起來很喜歡過節啊！<hex:02100103>怎麼樣，有沒有覺得很熱？一定覺得很熱吧！<hex:02100103>那是因為舉辦紅蓮祭的季節到來了！"
50,"TEXT_FESSUX001_05182_MAYARUMOYARU_000_002","最近紅蓮祭已經變成了冒險者行會的宣傳活動。<hex:02100103>這次我們也要辦得熱熱鬧鬧，<hex:02100103>讓到場賓客都見識到冒險者的英姿！"
51,"TEXT_FESSUX001_05182_MAYARUMOYARU_000_003","本次的熱點還是大家都能挑戰的永夏魔城，<hex:02100103>永夏魔城和過去的每一次一樣廣受好評，挑戰者絡繹不絕！<hex:02100103>吸引了許多來賓聚集到會場太陽海岸！"
52,"TEXT_FESSUX001_05182_MAYARUMOYARU_000_004","因此我們十分歡迎冒險者幫忙！<hex:02100103>如果你有興趣的話，<hex:02100103>就跟太陽海岸的紅蓮祭執行委員長荷爾瑪伽打聲招呼吧！"
53,"TEXT_FESSUX001_05182_MAYARUMOYARU_000_005","熱烈歡迎各位冒險者伸出援手！<hex:02100103>紅蓮祭執行委員長荷爾瑪伽就在太陽海岸，<hex:02100103>請你去跟他打聲招呼吧！"
54,"TEXT_FESSUX001_05182_HAERMAGA_000_010","哦哦這不是<hex:022903EB0203>嗎！<hex:02100103>你是從瑪雅爾·莫雅爾聽說了這件事來幫忙的嗎？"
55,"TEXT_FESSUX001_05182_HAERMAGA_000_011","歡迎你來太陽海岸參加紅蓮祭！<hex:02100103>你看起來不像是普通的市民，更像是個冒險者啊……<hex:02100103>你是從瑪雅爾·莫雅爾聽說了這件事來幫忙的嗎？歡迎歡迎！"
56,"TEXT_FESSUX001_05182_HAERMAGA_000_012","這次我也會和執行委員們一起，<hex:02100103>盡我們最大的努力讓所有來賓都能享受這次節日！<hex:02100103>首先讓我來簡單介紹一下這次的活動內容吧。"
57,"TEXT_FESSUX001_05182_HAERMAGA_000_013","首先，不用我說你也肯定已經注意到了……<hex:02100103>回歸的永夏魔城仍有炸彈路線，<hex:02100103>參與者們現在也在不停慘叫。"
58,"TEXT_FESSUX001_05182_HAERMAGA_000_014","當大家不耐熱暑的時候，就該我們的冰品出場為大家降溫啦！<hex:02100103>這次也有可愛的極地熊助陣哦！"
59,"TEXT_FESSUX001_05182_HAERMAGA_000_015","並且這一次我們吸收了東方文化的精華。<hex:02100103>那裡的人們每逢節慶就會使用一種被稱為「團扇」的道具，<hex:02100103>以扇子來驅除魔障。"
